time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-12T20:34:14.230Z,31.663,142.3169,18.25,4.6,mb,,128,2.565,0.61,us,usb000s283,2014-08-13T15:56:27.000Z,"284km ESE of Hachijo-jima, Japan",earthquake
2014-08-12T19:57:58.780Z,-0.0764,-78.3019,5.38,5.1,mb,,43,0.345,1.03,us,usb000s27f,2014-08-16T15:28:46.044Z,"23km SW of Cayambe, Ecuador",earthquake
2014-08-12T16:16:02.210Z,-16.9673,-172.846,10,5,mb,,69,11.425,0.61,us,usb000s262,2014-08-13T00:18:43.620Z,"148km SE of Hihifo, Tonga",earthquake
2014-08-12T13:12:59.550Z,-17.747,-178.3571,537.66,4.6,mb,,78,3.421,0.65,us,usb000s25a,2014-08-12T21:15:32.093Z,"281km ESE of Lambasa, Fiji",earthquake
2014-08-12T11:35:20.870Z,51.8059,178.6401,100.7,4.8,mb,,148,0.594,1.33,us,usb000s23a,2014-08-12T19:37:52.535Z,"18km SSE of Little Sitkin Island, Alaska",earthquake
2014-08-12T11:06:51.640Z,-20.4569,-177.1511,266.62,4.5,mb,,91,6.94,1.04,us,usb000s23c,2014-08-12T19:09:50.878Z,"162km E of Ndoi Island, Fiji",earthquake
2014-08-12T01:28:31.210Z,-3.6718,151.2848,389.77,5.2,mb,,57,1.017,0.79,us,usb000s226,2014-08-12T09:31:00.767Z,"114km WNW of Rabaul, Papua New Guinea",earthquake
2014-08-12T00:47:22.360Z,34.2586,140.3887,86.63,4.7,mb,,121,1.237,0.68,us,usb000s220,2014-09-01T06:38:55.652Z,"93km SSE of Tateyama, Japan",earthquake
2014-08-11T21:46:20.910Z,-10.7229,164.8912,35,4.7,mb,,113,5.032,0.65,us,usb000s5bt,2014-09-01T08:35:44.990Z,"103km W of Lata, Solomon Islands",earthquake
2014-08-11T21:40:43.170Z,27.7392,143.0255,27.33,4.5,mb,,162,0.984,0.66,us,usb000s20b,2014-09-01T10:44:46.050Z,"108km NE of Chichi-shima, Japan",earthquake
2014-08-11T21:00:15.770Z,-21.3504,-179.2357,609.41,4.8,mb,,30,4.404,0.77,us,usb000s1zu,2014-09-01T11:41:16.045Z,"95km SW of Ndoi Island, Fiji",earthquake
2014-08-11T14:37:14.480Z,-56.4173,-26.9067,106.64,4.9,mb,,68,5.869,0.49,us,usb000s1xd,2014-08-11T22:39:56.640Z,"36km NNE of Visokoi Island, ",earthquake
2014-08-11T13:35:41.220Z,14.4984,-92.9296,35,4.5,mb,,143,1.195,0.7,us,usb000s1vs,2014-08-11T21:38:14.079Z,"60km WSW of Puerto Madero, Mexico",earthquake
2014-08-11T13:32:20.290Z,-41.3235,-84.9813,10,5,mb,,138,10.312,0.78,us,usb000s1vq,2014-09-04T15:53:13.000Z,"West Chile Rise",earthquake
2014-08-11T11:09:07.710Z,-17.7266,-172.8122,42.26,5.1,mb,,97,8.705,1.2,us,usb000s1va,2014-08-11T19:11:43.389Z,"160km NE of Neiafu, Tonga",earthquake
2014-08-11T10:50:05.260Z,34.8095,98.9714,14.11,4.8,mb,,67,11.074,0.88,us,usb000s1v9,2014-08-11T18:52:35.940Z,"113km WSW of Nimai, China",earthquake
2014-08-11T10:07:37.470Z,-29.7493,-176.0737,31.73,5.5,mb,,57,1.693,1.21,us,usb000s1tp,2014-09-04T15:53:12.000Z,"184km ESE of Raoul Island, New Zealand",earthquake
2014-08-11T05:53:32.980Z,48.7881,-28.1094,10,4.5,mb,,104,19.322,0.41,us,usb000s1t4,2014-08-11T13:56:06.784Z,"Northern Mid-Atlantic Ridge",earthquake
2014-08-11T04:49:07.270Z,-23.9047,-66.7371,197.09,5,mww,,34,2.377,0.8,us,usb000s1su,2014-09-01T13:35:23.194Z,"54km NW of San Antonio de los Cobres, Argentina",earthquake
2014-08-11T02:41:48.240Z,15.1726,145.5716,124.2,4.9,mb,,51,1.169,0.62,us,usb000s1sd,2014-09-05T00:11:22.079Z,"16km WSW of Northern Islands Municipality - Mayor's Office, Northern Mariana Islands",earthquake
2014-08-11T01:45:16.920Z,-15.3929,167.5991,116.77,4.5,mb,,112,0.385,0.63,us,usb000s1sa,2014-08-31T05:51:13.000Z,"48km ENE of Luganville, Vanuatu",earthquake
2014-08-11T01:09:42.180Z,16.436,-98.2097,27.13,4.7,mb,,86,1.171,1.09,us,usb000s1s8,2014-08-11T03:38:43.976Z,"20km SSW of San Juan Cacahuatepec, Mexico",earthquake
2014-08-10T22:39:36.390Z,27.7455,142.9313,28.2,5,mb,,142,0.927,1.04,us,usb000s1rh,2014-08-11T06:42:11.118Z,"101km NE of Chichi-shima, Japan",earthquake
2014-08-10T18:46:17.860Z,27.6476,-111.6223,10,5,mb,,81,0.639,1.36,us,usb000s1qs,2014-09-04T15:53:11.000Z,"74km ENE of Santa Rosalia, Mexico",earthquake
2014-08-10T18:27:41.640Z,51.5206,-172.8623,27.42,5,mb,,126,1.072,0.69,us,usb000s1qr,2014-08-11T02:30:24.155Z,"118km SE of Atka, Alaska",earthquake
2014-08-10T15:16:43.450Z,36.1075,69.1977,14.27,4.5,mb,,69,1.504,1.59,us,usb000s1q1,2014-08-10T23:19:24.799Z,"7km NE of Nahrin, Afghanistan",earthquake
2014-08-10T14:35:06.930Z,-18.4179,-178.1296,562.02,4.5,mb,,89,3.692,0.47,us,usb000s1pt,2014-08-10T22:38:32.061Z,"254km NNE of Ndoi Island, Fiji",earthquake
2014-08-10T13:33:23.280Z,5.853,127.1141,98.64,5.6,mwb,,51,1.946,0.77,us,usb000s1pi,2014-09-04T15:53:09.000Z,"117km ESE of Pondaguitan, Philippines",earthquake
2014-08-10T12:12:25.060Z,0.829,-26.1336,10,5,mb,,97,14.615,0.79,us,usb000s1pb,2014-08-10T20:15:01.230Z,"Central Mid-Atlantic Ridge",earthquake
2014-08-10T11:40:02.080Z,-6.2583,153.0597,10,4.8,mb,,40,2.239,0.99,us,usb000s1p8,2014-08-10T19:42:37.392Z,"198km S of Taron, Papua New Guinea",earthquake
2014-08-10T03:43:17.130Z,41.1626,142.1761,41,6,mb,,49,2.97,0.91,us,usb000s1nc,2014-09-04T15:53:08.000Z,"81km E of Mutsu, Japan",earthquake
2014-08-10T02:15:20.330Z,1.5214,124.464,251.96,4.7,mb,,79,2.996,1.14,us,usb000s1n5,2014-08-10T10:17:52.922Z,"42km W of Manado, Indonesia",earthquake
2014-08-09T23:02:25.490Z,26.2009,143.7025,10,4.6,mb,,63,1.624,0.74,us,usb000s1ms,2014-08-10T07:04:58.715Z,"177km ESE of Chichi-shima, Japan",earthquake
2014-08-09T20:25:44.030Z,-3.0697,139.6293,71.18,4.7,mb,,46,1.207,0.68,us,usb000s1m4,2014-08-31T05:18:01.006Z,"116km WSW of Abepura, Indonesia",earthquake
2014-08-09T15:27:34.310Z,19.4073,-70.5888,26.86,4.5,mb,,68,0.132,1.07,us,usb000s1ku,2014-08-15T05:49:42.789Z,"3km SSE of Licey al Medio, Dominican Republic",earthquake
2014-08-09T15:16:19.460Z,-10.1081,124.9257,45.82,4.6,mb,,129,0.737,1.32,us,usb000s1km,2014-08-09T23:18:55.178Z,"65km SSE of Neob, Indonesia",earthquake
2014-08-09T10:54:44.640Z,8.3549,125.9784,35,4.6,mb,,118,1.336,0.69,us,usb000s1jy,2014-08-09T18:57:19.357Z,"4km SW of Rosario, Philippines",earthquake
2014-08-09T06:53:44.720Z,31.8248,104.2269,44.12,4.6,mb,,81,10.461,0.61,us,usb000s1je,2014-08-09T07:18:57.494Z,"26km NW of Yongchang, China",earthquake
2014-08-09T06:23:42.090Z,-5.183,131.8975,50.16,4.6,mb,,62,2.275,1.36,us,usb000s1j6,2014-08-09T14:26:16.602Z,"108km WNW of Tual, Indonesia",earthquake
2014-08-09T04:04:48.270Z,-8.3869,159.8082,56.01,5,mb,,98,1.054,0.71,us,usb000s1ix,2014-08-09T04:40:50.871Z,"35km SE of Buala, Solomon Islands",earthquake
2014-08-09T02:28:43.880Z,27.8011,142.9527,10,5.2,mb,,87,0.979,0.87,us,usb000s1ij,2014-08-09T10:31:21.435Z,"107km NE of Chichi-shima, Japan",earthquake
2014-08-08T16:57:01.150Z,2.4375,99.0513,152.44,4.6,mb,,90,0.284,0.81,us,usb000s1gb,2014-08-09T00:59:37.622Z,"28km SSE of Parapat, Indonesia",earthquake
2014-08-08T16:44:42.410Z,-14.7944,166.6727,66.15,5.3,mb,,80,8.459,1.01,us,usb000s1g6,2014-08-09T00:47:12.630Z,"49km NW of Port-Olry, Vanuatu",earthquake
2014-08-08T14:03:48.330Z,5.0027,127.4874,128.23,5.2,mb,,78,2.796,0.93,us,usb000s1fa,2014-08-08T15:11:14.523Z,"208km SE of Pondaguitan, Philippines",earthquake
2014-08-08T09:24:41.160Z,-5.9253,130.7584,10,4.6,mb,,76,3.335,1.27,us,usb000s1d6,2014-08-08T17:27:20.425Z,"222km W of Tual, Indonesia",earthquake
2014-08-08T08:20:49.490Z,34.7715,24.8385,34.19,4.7,mb,,78,0.517,1.05,us,usb000s1d3,2014-08-08T14:01:53.175Z,"31km S of Moirai, Greece",earthquake
2014-08-08T07:32:03.990Z,-0.3326,123.0086,75.65,4.5,mb,,70,0.743,1.35,us,usb000s1cw,2014-08-08T15:34:42.841Z,"72km NNE of Luwuk, Indonesia",earthquake
2014-08-08T06:51:36.130Z,-24.3372,-179.9906,529.9,4.6,mb,,116,6.809,1.22,us,usb000s1cp,2014-08-08T14:54:09.551Z,"South of the Fiji Islands",earthquake
2014-08-08T05:47:08.750Z,40.198,143.4825,37.18,4.5,mb,,135,1.831,1.24,us,usb000s1ck,2014-08-21T11:43:29.855Z,"144km ENE of Miyako, Japan",earthquake
2014-08-08T04:10:14.500Z,-33.7636,-72.2011,10,5.1,mb,,77,0.876,0.83,us,usb000s1ci,2014-08-11T04:42:50.009Z,"56km WSW of San Antonio, Chile",earthquake
2014-08-08T00:06:45.630Z,0.8393,-26.0688,10,4.8,mb,,53,11.843,1.01,us,usb000s1c0,2014-09-05T02:48:50.521Z,"Central Mid-Atlantic Ridge",earthquake
2014-08-07T18:56:57.010Z,-20.3477,-177.8148,504.29,4.9,mb,,98,4.688,1,us,usb000s14y,2014-08-08T02:59:39.725Z,"98km ENE of Ndoi Island, Fiji",earthquake
2014-08-07T16:24:04.200Z,20.0788,-155.7935,16.8,4.5,Ml,,122.4,0.04491576,0.14,hv,hv60748981,2014-08-13T20:21:15.999Z,"14km WNW of Waimea, Hawaii",earthquake
2014-08-07T15:53:29.730Z,2.9819,125.3068,172.72,4.8,mb,,89,3.009,1.25,us,usb000s137,2014-08-07T23:55:56.727Z,"169km NNE of Laikit, Laikit II (Dimembe), Indonesia",earthquake
2014-08-07T10:51:04.610Z,48.5246,154.7899,56.04,4.6,mb,,172,4.945,0.88,us,usb000s129,2014-08-07T18:53:35.935Z,"258km SSW of Severo-Kuril'sk, Russia",earthquake
2014-08-07T10:45:10.090Z,15.6688,-94.54,41.73,4.9,mb,,157,2.39,1.49,us,usb000s124,2014-08-07T15:19:11.036Z,"63km S of San Francisco del Mar, Mexico",earthquake
2014-08-07T07:13:33.750Z,-17.9661,-178.5269,545.93,4.6,mb,,78,3.265,1.03,us,usb000s114,2014-08-07T15:16:10.274Z,"280km SE of Lambasa, Fiji",earthquake
2014-08-07T05:24:54.320Z,4.56,126.4982,76.31,5.1,mb,,69,2.655,1.23,us,usb000s10t,2014-08-07T13:27:26.982Z,"147km SE of Sarangani, Philippines",earthquake
2014-08-07T03:26:12.060Z,-5.5134,-11.4385,10,4.8,mb,,77,3.767,0.87,us,usb000s10d,2014-08-07T11:28:40.820Z,"Ascension Island region",earthquake
2014-08-07T01:37:05.590Z,46.876,-27.3545,10,4.6,mb,,91,8.177,0.96,us,usb000s105,2014-08-07T09:39:40.017Z,"Northern Mid-Atlantic Ridge",earthquake
2014-08-06T20:35:33.010Z,-6.2189,150.8464,54.18,5.1,mb,,51,2.403,0.79,us,usb000s0y3,2014-08-07T04:38:06.354Z,"107km SE of Kimbe, Papua New Guinea",earthquake
2014-08-06T18:45:39.630Z,47.0149,-27.2473,11.16,4.9,mb,,86,15.688,0.85,us,usb000s0wf,2014-08-07T02:48:12.103Z,"Northern Mid-Atlantic Ridge",earthquake
2014-08-06T15:16:19.540Z,-7.2306,128.0279,39.93,4.9,mb,,25,3.327,0.74,us,usb000s0t9,2014-08-06T23:18:53.940Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-08-06T15:12:04.020Z,38.8807,142.2074,55.53,4.5,mb,,200,3.213,0.66,us,usb000s0ta,2014-08-06T23:14:58.730Z,"47km ESE of Ofunato, Japan",earthquake
2014-08-06T13:05:40.420Z,-7.2528,128.0923,26.68,4.8,mb,,93,4.527,0.77,us,usb000s0sn,2014-08-06T21:08:19.722Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-08-06T11:45:22.960Z,-7.2725,128.0457,10,6.1,mwp,,17,3.301,1.29,us,usb000s0r6,2014-09-04T15:53:06.000Z,"Kepulauan Barat Daya, Indonesia",earthquake
